Y,X,ID,Debrisno,County,Town,Vill,Overflowno,Overflow_X,Overflow_Y,Address,Total_Res,Res_Class,Risk,Dbno_old,TR_num
23.5325609840998,120.860012892184,962,投縣DF224,南投縣,信義鄉,神木村,BD01,235761,2603160,信義鄉神木村11鄰神木巷70-1、70-2、70-3、70-4、71、71-1、72、72-2及74號，共9戶,9,5戶以上,中,投縣M99-35,9
23.5305733085062,120.851313158837,963,投縣DF225,南投縣,信義鄉,神木村,CD01,234679,2603042,信義鄉神木村8鄰神木巷34-3、34-6、54-1號，共3戶,3,1~4戶,低,投縣M99-34,3
23.5266611119107,120.854520606908,964,投縣DF226,南投縣,信義鄉,神木村,CD01,235014,2602246,信義鄉神木村神木巷34-17、53-1、54號，共計3戶,3,1~4戶,高,投縣M99-3,3
23.5264254015987,120.85648062617,965,投縣DF227,南投縣,信義鄉,神木村,CD01,235397,2602115,信義鄉神木村神木巷46、46-1、46-2、50、55、55-1、55-4、55-6、57、59、60、61、62、65、65-1、66、67、68-4、76-1、76-2、80號，共計21戶,21,5戶以上,高,投縣M99-3,21
23.6292951560226,120.889679770216,966,投縣DF223,南投縣,信義鄉,望美村,CD01,238601,2613755,信義鄉望美村檜木巷32、32-1、32-2、32-3、32-5、32-6、63、79、79-1、79-2號；羅娜村信筆巷182-1、182-6、182-7、182-8、183、183-1號，共計16戶,16,5戶以上,高,投縣M99-1,16
23.6352082173686,120.893645642354,967,投縣DF236,南投縣,信義鄉,望美村,CD01,239281,2614694,信義鄉望美村檜木巷3-2、8、8-2號,3,1~4戶,中,投縣M100-11,3
23.8303657126913,120.940444010502,968,投縣DF177,南投縣,信義鄉,潭南村,BD01,243837,2636640,信義鄉潭南村和平巷86號與無門牌農舍1戶,2,1~4戶,中,南投A081,2
23.8271158911975,120.944906449784,969,投縣DF178,南投縣,信義鄉,潭南村,CD01,245079,2635919,信義鄉潭南村和平巷85、85-8、86、86-5、86-6、86-7、88號及無門牌4戶,11,5戶以上,高,南投022,11
23.8143083065393,120.940091796942,970,投縣DF179,南投縣,信義鄉,潭南村,CD01,243993,2634600,信義鄉潭南村和平巷73號，共計1戶,1,1~4戶,高,南投A082,1
23.8133079286703,120.941000259294,971,投縣DF180,南投縣,信義鄉,潭南村,CD01,244115,2634488,信義鄉潭南村和平巷1、1-1、1-2、1-3、2、3-1、5、6、7、7-1、9、9-1、9-2、9-3、9-5、12、13、14，共計18戶,18,5戶以上,高,南投A118,18
23.6796164767911,120.868838208198,972,投縣DF189,南投縣,信義鄉,豐丘村,CD01,236928,2619667,無門牌工寮1戶，共1戶,1,1~4戶,高,南投028,1
23.6683697184874,120.87672223707,973,投縣DF190,南投縣,信義鄉,豐丘村,CD01,237725,2618469,信義鄉豐丘村高平巷2、3-1、72、75、76、80號，無牌門1戶，共7戶,7,5戶以上,高,南投029,7
23.661008379091,120.882856953739,974,投縣DF191,南投縣,信義鄉,豐丘村,CD01,238509,2617639,無門牌倉庫3戶,3,1~4戶,中,南投030,3
23.6751119148468,120.872144518337,975,投縣DF219,南投縣,信義鄉,豐丘村,CD01,237154,2619190,信義鄉豐丘村高平巷40、42之1、44、46、48、49號,6,5戶以上,高,投縣M99-22,6
23.7872786950327,120.940945050375,976,投縣DF182,南投縣,信義鄉,雙龍村,BD01,244109,2631329,信義鄉雙龍村6鄰光復巷95號,1,1~4戶,低,南投A083,1
23.7836691729353,120.943148353995,977,投縣DF182,南投縣,信義鄉,雙龍村,BD02,244213,2630929,無,0,無,低,南投A083,0
23.7854125255054,120.93243213531,978,投縣DF183,南投縣,信義鄉,雙龍村,CD01,243090,2631224,無,0,無,持續觀察,南投024,0
23.7872243988541,120.951736208264,979,投縣DF218,南投縣,信義鄉,雙龍村,CD01,245241,2631033,無,0,無,中,南投M98-10,0
23.6429381998342,120.880360274711,980,投縣DF193,南投縣,信義鄉,羅娜村,CD01,237105,2614747,信義鄉羅娜村信筆巷172、178-1號，共計2戶,2,1~4戶,高,南投073,2
23.6423738784043,120.884456023491,981,投縣DF221,南投縣,信義鄉,羅娜村,CD01,238127,2615304,無門牌2戶,2,1~4戶,低,投縣M99-47,2
23.6351037765076,120.885785304708,982,投縣DF222,南投縣,信義鄉,羅娜村,BD01,238222,2614498,信義鄉羅娜村信筆巷176、182-2、182-6號,3,1~4戶,中,投縣M99-52,3
23.9382315803678,120.995910939187,983,投縣DF053,南投縣,埔里鎮,水頭里,CD01,249772,2648411,埔里鎮水頭里東潤路22之2、24、24之1、24之2、24之3、24之5、24之6、24之7、24之8、24之9、24之10、24之11、24之12、26之1、26之2號，東潤路26巷6弄3、5、7、8、9、10、11、12、13、15、16、17、18、20、22、26,124,5戶以上,中,南投016,124
23.9849338115151,121.000009383614,984,投縣DF072,南投縣,埔里鎮,牛眠里,BD01,249933,2653552,埔里鎮牛眠里內埔路8、8-1、8-5、9、9-1、9-2、10、10-1、10-2、10-3、11、13-1、13-2、13-3、13-6、14-1、14-2、14-3、15、16-1、16-7、17、16-5、16-6、16-2、16-3、16、25、內埔路15巷3、5、9、12、26號,33,5戶以上,中,南投010,33
23.9829526701678,121.005894707599,985,投縣DF073,南投縣,埔里鎮,牛眠里,BD01,250635,2653344,埔里鎮牛眠里內埔路1、1-1(群岳公司)、1-2、2、2-1、2-3號,6,5戶以上,高,南投A112,6
23.9660930622836,120.902002487355,986,投縣DF040,南投縣,埔里鎮,成功里,CD01,240206,2651237,埔里鎮成功里種瓜路94號,1,1~4戶,低,南投A042,1
23.9643940534113,120.901488404704,987,投縣DF041,南投縣,埔里鎮,成功里,CD01,240101,2650999,埔里鎮成功里1鄰種瓜路94-8、94-12、94-13號，共3戶,3,1~4戶,中,南投A043,3
23.9575839459948,120.896283096259,988,投縣DF042,南投縣,埔里鎮,成功里,CD01,239573,2650306,埔里鎮成功里種瓜路88號,1,1~4戶,低,南投A044,1
23.9534634675414,120.89609341874,989,投縣DF043,南投縣,埔里鎮,成功里,CD01,239564,2649752,埔里鎮成功里種瓜路無門牌農舍1間,1,1~4戶,低,南投A045,1
23.9610145564208,120.891508520615,990,投縣DF044,南投縣,埔里鎮,成功里,CD01,238844,2650537,埔里鎮成功里6鄰種瓜路129號、咿喲ㄟ故鄉營區,2,1~4戶,低,南投A046,2
23.9431177152217,120.994412828147,991,投縣DF054,南投縣,埔里鎮,枇杷里,CD01,249627,2648784,埔里鎮枇杷里枇杷路107、110、110-1、111-2、112、112-1號、水頭里東潤路38-8號(陳綢少年家園),7,5戶以上,低,南投A015,7
23.945101087058,120.993673395811,992,投縣DF055,南投縣,埔里鎮,枇杷里,CD01,249496,2649069,埔里鎮枇杷里枇杷路96、96-1、96-2、96-5、96-6、102、102-1、102-3、103、105-1、105-2、105-6、107、110、110-1、112、112-1號，共17戶,17,5戶以上,中,南投A016,17
23.9669079507909,120.984699842199,993,投縣DF056,南投縣,埔里鎮,枇杷里,CD01,248558,2651515,埔里鎮枇杷里中心路29-1、30-1、30-2、31、31-1、31-2、32、33、34、37、37-1、38(2戶)、38-1、39、39-1、40、40-1、40-2、40-3、40-5、40-7、40-8、42、42-1、42-2、42-3、43-2、43-6、44、44-2、44-3號，共32戶,32,5戶以上,中,南投A020-1,32
23.9509266655276,120.98881715602,994,投縣DF057,南投縣,埔里鎮,枇杷里,CD01,249039,2649596,埔里鎮枇杷里枇杷路82、82-1、82-2、82-3、83、84、85、86、86-1、86-2、87-1、87-2、87-3、87-6、87-7、88-1、88-2、88-3、88-4、88-5、88-6、88-7、88-8、89-1、89-3、91、92、94(地母廟)號，共28戶,28,5戶以上,中,南投A017,28
23.9514987832945,120.988808786492,995,投縣DF058,南投縣,埔里鎮,枇杷里,CD01,248967,2649773,埔里鎮枇杷里枇杷路82、82-1、82-2、82-3、83、84、85、86、86-1、86-2、87-6、88-1、88-2、88-3、88-4、88-5、88-6、88-7、88-8、89-1、89-3、91、92、94(地母廟)號，共24戶,24,5戶以上,低,南投A018,24
23.9606897652372,120.985396335661,996,投縣DF059,南投縣,埔里鎮,枇杷里,CD01,248676,2650617,埔里鎮枇杷里中心路22、22-1、22-2、22-6、23-5、26、26-1、26-2、26-3(月牙莊民宿)、26-6、27-1號、無門牌1戶，共12戶,12,5戶以上,低,南投A019,12
23.9653754283434,120.984944045081,997,投縣DF060,南投縣,埔里鎮,枇杷里,CD01,248671,2651214,埔里鎮枇杷里中心路29、29-1、29-2、29-5、29-11、30、30-1、30-2、30-7、30-8、30-9、31、31-1、31-2、32、34、37、37-1、40、40-1、40-2、40-3、40-5、40-7、40-8、42、44、44-2、44-3號，共29戶,29,5戶以上,中,南投A020,29
23.9793294137902,120.916429003586,998,投縣DF032,南投縣,埔里鎮,南村里,CD01,241388,2652606,埔里鎮南村里中山路四段420、426、462-1、463號,4,1~4戶,低,南投A040,4
23.9772238806799,120.919600139603,999,投縣DF033,南投縣,埔里鎮,南村里,CD01,241780,2652354,埔里鎮南村里中山路四段322、322之1(檜木博物館)、332、353之1、358之1、358之2、359、360、360、361、362、365、366、367、368、369、370、371(奉泰宮)、373(南村里活動中心)、375、376、380、385、388、388之1、,30,5戶以上,中,南投A039,30
23.9748731696447,120.923765451695,1000,投縣DF034,南投縣,埔里鎮,南村里,CD01,242150,2652040,埔里鎮南村里中山路四段184、186、188、190、190-1、192、194、196、198、200、202、208、208-1、208-2、208-3、208-4、208-5、208-6、208-7、208-8、208-9、210、210-1、210-2、210-3、210-4、210-5、210-6、210-7、210-8、210-9,50,5戶以上,高,南投A038,50
23.9714099938267,120.928599516237,1001,投縣DF035,南投縣,埔里鎮,南村里,CD01,242590,2651704,埔里鎮南村里中山路四段136、138、140、142、146、148、150、152、154、160、162、168、170、172之1、197、199、201、205之1、205之2、211、213(慈惠堂)、215、223、225、231號等，共計25戶,25,5戶以上,中,南投A037,25
